ID|Department|Num|Title|Units|Description 
PSYC3329|PSYC|3329|Psychology of Adulthood and Aging|3|Semester Prerequisite:  PSYC 1100 and PSYC 2201, or consent of instructorAn examination of physical, social, cognitive, and personality development from young adulthood through death. Special attention is given to theory, research, and applications in the area of gerontology. Formerly known as PSYC 329.
PSYC3331|PSYC|3331|Psychology of Women and Gender|3|Semester Prerequisite:  PSYC 1100. Quarter Prerequisite: PSYC 100A critical study of psychological theory and data on the cultural and societal factors that influence the development of gender identity and expression, and the ways in which these social constructions shape many aspects of women's (and people of all genders') psychological and social experience. Satisfies the Diversity and Social Justice GE Pathway. Formerly offered as PSYC 331.
PSYC3333|PSYC|3333|Drugs and Behavior|3|Semester Prerequisite:  PSYC 1100 or consent of instructor. Quarter Prerequisite: PSYC 100 or consent of instructorAnalysis of drugs from psychological, behavioral and physiological viewpoints. Topics include drug classification, altered states of consciousness, addiction, chemical nature and treatment of mental illness. Formerly offered as PSYC 333.
PSYC3334|PSYC|3334|Addiction and Recovery|3|Semester Prerequisite:  PSYC 1100 or consent of instructor. Quarter Prerequisite: PSYC 100 or consent of instructorResearch and theories related to the psychological, behavioral and physiological basis of addiction and recovery. A variety of common addictive disorders will be considered including eating, smoking, gambling, work, sex and drugs. Formerly offered as PSYC 334.
PSYC3339|PSYC|3339|Methods in Human Neuroscience|3|Semester Prerequisite:  PSYC 1100 or consent of instructor. Quarter Prerequisite: PSYC 100 or consent of instructorAn examination of the human neuroscience literature with emphasis on research findings. Clinical applications and theory related to the analysis of the relationships among bodily processes, psychological states, and behavior. Formerly offered as PSYC 339.
PSYC3340|PSYC|3340|Stereotyping, Prejudice and Discrimination|3|Semester Prerequisite:  PSYC 1100. Quarter Prerequisite: PSYC 100 or consent of instructorPsychological underpinnings of stereotyping, prejudice, and discrimination are examined. Topics include implicit and explicit attitudes, stereotyping & stereotype threat, prejudice formation & change, discrimination, and health disparities. Satisfies the Diversity and Social Justice GE Pathway. Formerly offered as PSYC 340.
PSYC3341|PSYC|3341|Women and Violence|3|Semester Prerequisite:  PSYC 1100 or consent of instructor. Quarter Prerequisite: PSYC 100 or consent of instructorIssues of women and violence, combining empirical and theoretical work with community training in agencies dealing with violence against women; includes service learning. Two hours lecture and 40 hours of volunteer training. Formerly offered as PSYC 341.
PSYC3345|PSYC|3345|Cross-Cultural Psychology|3|Semester Prerequisite:  PSYC 1100Cross-cultural psychology focusing on cultural variability in basic psychological processes, their application, and the cultural limits of traditional psychological theories. Formerly known as PSYC 345.
PSYC3349|PSYC|3349|Gay and Lesbian Issues: Psychological Perspectives|3|Semester Prerequisite:  PSYC 1100Examines theories and research concerning sexual minority individuals. Topics covered include identity formation, disclosure, stigmatization, health disparities, group identification, and inter-group interaction. Satisfies the Diversity and Social Justice GE Pathway. Formerly offered as PSYC 349.
PSYC3351|PSYC|3351|Behavior Modification: Principles and Applications|3|Semester Prerequisite:  PSYC 1100 or consent of instructor. Quarter Prerequisite: PSYC 100 or consent of instructorAnalysis of the theory, empirical evidence, and the implementation of behavior modification techniques in applied settings. Formerly offered as PSYC 351.
PSYC3354|PSYC|3354|Organizational Psychology|3|Theories and practices of modern organizational psychology. Includes the topics of work motivation, job satisfaction, leadership, work groups, and organizational development and communication.  Formerly offered as PSYC 302 and cross-listed with MGMT 302.
PSYC3355|PSYC|3355|Industrial Psychology|3|Semester Prerequisite:  PSYC 1100, PSYC 1101, PSYC 2210, and PSYC 2211 each with a grade of C or better; restricted to psychology majors, or consent of department. Quarter Prerequisite: PSYC 100 or consent of instructorModels and practices of modern industrial and personnel psychology. Includes recruitment, selection, placement, training, job analysis, evaluation and occupational stress. Formerly offered as PSYC 355.
PSYC3357|PSYC|3357|History and Systems of Psychology|3|Semester Prerequisite:  PSYC 1100, PSYC 1101, PSYC 2210, PSYC 2220, and PSYC 2211 each with a grade of C or better; restricted to psychology majors, or consent of department. Quarter Prerequisite: PSYC 100A historical framework for integrating basic orientations in contemporary psychology, including the development of the major schools of thought in psychology. Formerly offered as PSYC 357.
PSYC3358|PSYC|3358|Cognitive Development|3|Semester Prerequisite:  PSYC 2201 or PSYC/CD 2240. Quarter Prerequisite: PSYC 100 and PSYC 201Survey of the major theories, issues and research in the development of perceptual and cognitive capacities from childhood through adulthood. Formerly offered as PSYC 358.
PSYC3359|PSYC|3359|Evolutionary Psychology|3|Semester Prerequisite:  PSYC 1100, PSYC 1101, PSYC 2210, PSYC 2220, and PSYC 2211 each with a grade of C or better; restricted to psychology majors or consent of department. Quarter Prerequisite: PSYC 100Theories and empirical research related to evolutionary psychology. Topics include natural selection, sexual selection, inclusive fitness theory, misconceptions about evolution, mating, status, cooperation, aggression, kin relationships, and sexual conflict. Formerly offered as PSYC 359.
PSYC3360|PSYC|3360|Cognitive Psychology|3|Semester Prerequisite:  PSYC 1100, PSYC 1101, PSYC 2210, PSYC 2220, and PSYC 2211 each with a grade of C or better; restricted to psychology majors or consent of department. Quarter Prerequisite: PSYC 100Research and theories concerning human information processing; topics include sensory processes, attention, memory, language and other higher mental processes. Formerly offered as PSYC 360.
PSYC3361|PSYC|3361|Intelligence and Creativity|3|Semester Prerequisite:  PSYC 1100Introduction to intelligence and creativity with an emphasis on theories, measurement and current debates, including among others, the Bell Curve, the link between creativity and mental illness, and role of IQ tests and creativity in school and work assessment. Formerly offered as PSYC 361.
